did,tabpfn,split_1_tabpfn,split_2_tabpfn,split_3_tabpfn,split_4_tabpfn,split_5_tabpfn,hybrid_8l,split_1_hybrid_8l,split_2_hybrid_8l,split_3_hybrid_8l,split_4_hybrid_8l,split_5_hybrid_8l,hydra_160m,split_1_hydra_160m,split_2_hydra_160m,split_3_hydra_160m,split_4_hydra_160m,split_5_hydra_160m,hydra_22m,split_1_hydra_22m,split_2_hydra_22m,split_3_hydra_22m,split_4_hydra_22m,split_5_hydra_22m
46937,0.6959231615066528,0.690796971321106,0.6985670328140259,0.6904841065406799,0.6927940845489502,0.7069736123085022,0.3799734771251678,0.3959842622280121,0.37548503279685974,0.38973063230514526,0.38182732462882996,0.3568401336669922,0.6744676113128663,0.6583818793296814,0.6721777319908142,0.6698935031890869,0.6838577389717102,0.6880272030830383,0.5851738214492798,0.583767831325531,0.5994009375572205,0.5879645943641663,0.5863552689552307,0.5683804750442505
