did,dataset_name,model,num_samples,num_features,configured_eval_position,real_eval_position,inference_mean,inference_median,inference_std,inference_min,inference_max,end_to_end_mean,end_to_end_median,count,mean_metric
46905,Amazon_employee_access,hybrid_8l,32769,9,16384,16384,1.6686272346476714,1.6685826377943158,0.0012827864781140158,1.665557723492384,1.6715082740411162,2.0125133879234394,1.9742847671732306,75,0.5240573287010193
46905,Amazon_employee_access,hydra,32769,9,16384,16384,0.7665486655756831,0.7664955500513315,0.0010586880014550476,0.7638439927250147,0.7685611769556999,1.129710647960504,1.075309131294489,75,0.5045100152492523
46905,Amazon_employee_access,hydra_small,32769,9,16384,16384,4.215250308799247,4.215446177870035,0.002197509951247088,4.209848703816533,4.219516863115132,4.551835220294694,4.525680512189865,75,0.5589808106422425
46905,Amazon_employee_access,tabpfn,32769,9,16384,16384,4.202727748031418,4.19971040636301,0.029709780856167562,4.192785150371492,4.4558412451297045,4.5577734905232985,4.508753981441259,75,0.6254859924316406
46910,bank-marketing,hybrid_8l,45211,13,16384,16384,1.6689044858142734,1.6689491467550397,0.0011000720791885894,1.6663779374212027,1.671822415664792,2.048564685694873,2.0449950881302357,75,0.6492066740989685
46910,bank-marketing,hydra,45211,13,16384,16384,0.76680883936584,0.7668019803240895,0.001002417940219905,0.7642892692238092,0.7685760026797652,1.1451013053332766,1.1425005979835987,75,0.49518505334854124
46910,bank-marketing,hydra_small,45211,13,16384,16384,4.215261011806627,4.215193290263414,0.001931985630563259,4.210257118567824,4.220219179987907,4.597583864827951,4.59414969291538,75,0.700745701789856
46910,bank-marketing,tabpfn,45211,13,16384,16384,4.195716777605315,4.195424499921501,0.002320346950409906,4.189571886323392,4.200001846067607,4.575569381850461,4.571627741679549,75,0.7373928546905517
46916,coil2000_insurance_policies,hybrid_8l,9822,85,16384,4911,0.23857331078499555,0.2385521037504077,0.00020985616680498838,0.23815818689763546,0.23909106571227312,1.184035411439836,1.0822012554854155,75,0.5287373900413513
46916,coil2000_insurance_policies,hydra,9822,85,16384,4911,0.20255647505323093,0.20255989115685225,0.0002810856858969474,0.20198618434369564,0.20337918121367693,1.1380575999617577,1.0494673885405064,75,0.5281127095222473
46916,coil2000_insurance_policies,hydra_small,9822,85,16384,4911,1.1112202414125205,1.1048195203766227,0.02471855423362943,1.1039676098152995,1.2684596627950668,2.0502592012037835,1.9675051271915436,75,0.7123024106025696
46916,coil2000_insurance_policies,tabpfn,9822,85,16384,4911,0.49626155940194927,0.4962126277387142,0.00024364989484762094,0.495786190032959,0.4971009027212858,1.4315885829304655,1.3408289654180408,75,0.7245127558708191
46919,credit_card_clients_default,hybrid_8l,30000,23,16384,15000,1.4673760597035288,1.4674855237826705,0.0008665380981874814,1.4652677215635777,1.4691038485616446,2.2116403818627197,2.113800285384059,75,0.6912842869758606
46919,credit_card_clients_default,hydra,30000,23,16384,15000,0.7155717339366674,0.715576103888452,0.0006293391772924632,0.713922468945384,0.7168624801561236,1.4610340700050195,1.3784636463969946,75,0.5202050924301147
46919,credit_card_clients_default,hydra_small,30000,23,16384,15000,3.9099183346952002,3.9099180540069938,0.0015990552887937745,3.906578757800162,3.913408641703427,4.655120375442008,4.558348500169814,75,0.7443696618080139
46919,credit_card_clients_default,tabpfn,30000,23,16384,15000,3.6429181269928814,3.642759940586984,0.0017375607480208236,3.638535547070205,3.64706505369395,4.353076112344861,4.278730886988342,75,0.7751973628997803
46920,customer_satisfaction_in_airline,hybrid_8l,129487,21,16384,16384,1.6687098568677903,1.6687119118869305,0.0012107524117338335,1.665585975162685,1.6712013175711036,2.2950035428255795,2.289204112254083,75,0.9086907625198364
46920,customer_satisfaction_in_airline,hydra,129487,21,16384,16384,0.7665863859156767,0.7665567873045802,0.0010674581201837966,0.763513763435185,0.768997679464519,1.396772387623787,1.388332549482584,75,0.8066680312156678
46920,customer_satisfaction_in_airline,hydra_small,129487,21,16384,16384,4.215274362092217,4.215233177877963,0.001918364006349482,4.2112351302057505,4.220550463534892,4.846623419349393,4.839143691584468,75,0.9461709141731263
46920,customer_satisfaction_in_airline,tabpfn,129487,21,16384,16384,4.1952958799774445,4.194835079833865,0.005960162424817403,4.188959336839616,4.242589525878429,4.821924113941689,4.81632149964571,75,0.9825434923171997
46922,Diabetes130US,hybrid_8l,917,47,16384,458,0.014976663626730441,0.01493803784251213,0.00019529745412203862,0.014734303578734398,0.01572433765977621,0.14196238397310176,0.1406765915453434,75,0.5297956466674805
46922,Diabetes130US,hydra,917,47,16384,458,0.021326058320701124,0.02124996203929186,0.00026148610319781743,0.020979941822588444,0.022449583746492863,0.1476402855788668,0.1477602683007717,75,0.5271660506725311
46922,Diabetes130US,hydra_small,917,47,16384,458,0.10790253276626269,0.107731725089252,0.001407103385186602,0.10726968292146921,0.11980254389345646,0.23628701126823823,0.2362130992114544,75,0.5444333910942077
46922,Diabetes130US,tabpfn,917,47,16384,458,0.021577994562685488,0.021516197361052036,0.00016285431878043237,0.021373425610363483,0.022351357154548168,0.1497878065953652,0.14810370467603207,75,0.5578373908996582
46929,GiveMeSomeCredit,hybrid_8l,120269,10,16384,16384,1.669702055901289,1.669808616861701,0.0010965664502215152,1.667041121982038,1.672119521535933,1.9888216984644531,1.9639527751132846,75,0.7888828635215759
46929,GiveMeSomeCredit,hydra,120269,10,16384,16384,0.7664776581898332,0.7663851464167237,0.0008840349444504511,0.7643364146351814,0.7684668898582458,1.0942802172278365,1.0611395118758082,75,0.5093902051448822
46929,GiveMeSomeCredit,hydra_small,120269,10,16384,16384,4.215826238766312,4.2159651927649975,0.002012392398973345,4.2111188294366,4.219526378437877,4.524631006903946,4.5140101900324225,75,0.784815514087677
46929,GiveMeSomeCredit,tabpfn,120269,10,16384,16384,4.198602761365473,4.198757517151535,0.0017676825288285495,4.193302202038467,4.202437022700906,4.511910436662535,4.495182088576257,75,0.8483926892280579
46932,heloc,hybrid_8l,10459,23,16384,5229,0.26254936784505845,0.262549732811749,0.0001993160036698443,0.262220143340528,0.2631295174360275,0.6488767085596919,0.5328128170222044,75,0.7770447134971619
46932,heloc,hydra,10459,23,16384,5229,0.2159942237039407,0.2159256488084793,0.0002508481704376306,0.2156729670241475,0.21692986320704222,0.6098811763649186,0.4864375414326787,75,0.7696204423904419
46932,heloc,hydra_small,10459,23,16384,5229,1.2260963444039226,1.226101047359407,0.001688273438665981,1.2223010063171387,1.2305321926251054,1.6031758044908444,1.4998908834531903,75,0.7870716333389283
46932,heloc,tabpfn,10459,23,16384,5229,0.5536963646238049,0.553671726025641,0.0002083237801292987,0.5533679872751236,0.5543715329840779,0.9440167258928219,0.8263874286785722,75,0.7909191012382507
