did,dataset_name,model,num_samples,num_features,configured_eval_position,real_eval_position,inference_mean,inference_median,inference_std,inference_min,inference_max,end_to_end_mean,end_to_end_median,count,mean_metric
1049,pc4,looped_transformer_6physical_core4x2,1458,37,972,512,0.02404981020838022,0.023828553035855293,0.0007516836447839381,0.023598517291247845,0.026812614873051643,0.3218114840239286,0.3115140972658992,25,0.9293987274169921
1049,pc4,tabpfn,1458,37,972,512,0.02856981135904789,0.028154036961495876,0.0011798187377394926,0.02794137503951788,0.03239809721708298,0.3463029641285539,0.3157225092872977,25,0.933065402507782
1050,pc3,hybrid_8l,1563,37,972,512,0.022231149896979333,0.019755546934902668,0.004308788813517589,0.019412986934185028,0.03567019756883383,0.410272920653224,0.3357101287692785,25,0.8273314356803894
1050,pc3,hydra,1563,37,972,512,0.029464884996414184,0.028166801668703556,0.0038002831400280805,0.02797328494489193,0.046497056260704994,0.3762029394134879,0.3380127614364028,25,0.8159644722938537
1050,pc3,looped_transformer_6physical_core4x2,1563,37,972,512,0.024054108709096907,0.023824245668947697,0.0006122275646620647,0.023672057315707207,0.02649451419711113,0.36565960295498373,0.3245696136727929,25,0.8315631508827209
1050,pc3,tabpfn,1563,37,972,512,0.028931926786899567,0.028222016990184784,0.0018062175172714307,0.028056543320417404,0.03474000375717878,0.44235939484089615,0.3624951709061861,25,0.8237703084945679
1063,kc2,hybrid_8l,522,21,972,261,0.014827773496508599,0.012839514762163162,0.004270814623794387,0.012476085685193539,0.02855783235281706,0.163190944083035,0.1459462745115161,25,0.7965834259986877
1063,kc2,hydra,522,21,972,261,0.021419924311339857,0.017784002237021923,0.007134122301456368,0.017252945341169834,0.04874200187623501,0.1782064712047577,0.14938751235604286,25,0.8299381136894226
1063,kc2,looped_transformer_6physical_core4x2,522,21,972,261,0.016216650679707525,0.014532512053847313,0.003113193972924452,0.014379401691257954,0.024136214517056942,0.18082561291754246,0.1453355774283409,25,0.8338557839393616
1063,kc2,tabpfn,522,21,972,261,0.018696307800710202,0.017124091275036335,0.004398932422154935,0.016947797499597073,0.03715954814106226,0.18087343968451022,0.15547817293554544,25,0.8339524269104004
1068,pc1,hybrid_8l,1109,21,972,512,0.02128328211605549,0.01970873773097992,0.003546468920295872,0.019385166466236115,0.03409410081803799,0.19556167539209127,0.15637302864342928,25,0.8752937197685242
1068,pc1,hydra,1109,21,972,512,0.028205949664115906,0.02811528369784355,0.0004837671341798666,0.02794959954917431,0.030456310138106346,0.19379661701619624,0.16989002749323845,25,0.826337194442749
1068,pc1,looped_transformer_6physical_core4x2,1109,21,972,512,0.024518898129463194,0.023781132884323597,0.0021392735512585233,0.023684028536081314,0.03339476604014635,0.19469190929085017,0.16482960898429155,25,0.8765598654747009
1068,pc1,tabpfn,1109,21,972,512,0.028500862382352353,0.028148768469691277,0.001465248073848105,0.02800386305898428,0.035468204878270626,0.19889738615602254,0.16844082064926624,25,0.8716344475746155
1462,banknote-authentication,hybrid_8l,1372,4,972,512,0.020237916447222233,0.019634968601167202,0.0017875178937839613,0.019396526739001274,0.02792347129434347,0.11890441942960024,0.09398764930665493,25,1.0
1462,banknote-authentication,hydra,1372,4,972,512,0.0286336025968194,0.02809142880141735,0.0015126101509471727,0.02779082953929901,0.03432247508317232,0.12746044855564834,0.10501233581453562,25,1.0
1462,banknote-authentication,looped_transformer_6physical_core4x2,1372,4,972,512,0.023762381598353387,0.023743371479213238,0.00012808486119934986,0.02358935959637165,0.024053660221397877,0.12137148790061474,0.10802463348954916,25,1.0
1462,banknote-authentication,tabpfn,1372,4,972,512,0.02859108481556177,0.028126957826316357,0.0011343368155763704,0.027910565957427025,0.03176848590373993,0.12577635794878006,0.10104122292250395,25,1.0
