did,hybrid_8l,split_1_hybrid_8l,split_2_hybrid_8l,split_3_hybrid_8l,split_4_hybrid_8l,split_5_hybrid_8l,tabpfn,split_1_tabpfn,split_2_tabpfn,split_3_tabpfn,split_4_tabpfn,split_5_tabpfn,hydra,split_1_hydra,split_2_hydra,split_3_hydra,split_4_hydra,split_5_hydra
11,0.01807121280580759,0.03135055769234896,0.015154587104916573,0.01479948591440916,0.014546165242791176,0.014505268074572086,0.020099519193172453,0.02017922606319189,0.020265409722924232,0.02002354059368372,0.020046194083988667,0.019983225502073765,0.024482337944209575,0.02555224485695362,0.025565830059349537,0.025346715934574604,0.023508031852543354,0.022438867017626762
