did,hybrid_8l,split_1_hybrid_8l,split_2_hybrid_8l,split_3_hybrid_8l,split_4_hybrid_8l,split_5_hybrid_8l,tabpfn,split_1_tabpfn,split_2_tabpfn,split_3_tabpfn,split_4_tabpfn,split_5_tabpfn,hydra,split_1_hydra,split_2_hydra,split_3_hydra,split_4_hydra,split_5_hydra
11,0.9942990899085998,0.9993098974227905,0.9926596283912659,0.9962307810783386,0.9892569780349731,0.9940381646156311,0.9973952293395996,0.9993955492973328,0.996491014957428,0.998451828956604,0.9949772357940674,0.9976605176925659,0.9865081906318665,0.9934437274932861,0.9822571873664856,0.9882017970085144,0.9771883487701416,0.9914498925209045
