did,tabpfn,split_1_tabpfn,split_2_tabpfn,split_3_tabpfn,split_4_tabpfn,split_5_tabpfn,hybrid_8l,split_1_hybrid_8l,split_2_hybrid_8l,split_3_hybrid_8l,split_4_hybrid_8l,split_5_hybrid_8l,hydra_160m,split_1_hydra_160m,split_2_hydra_160m,split_3_hydra_160m,split_4_hydra_160m,split_5_hydra_160m,hydra_22m,split_1_hydra_22m,split_2_hydra_22m,split_3_hydra_22m,split_4_hydra_22m,split_5_hydra_22m
46937,0.765299659781158,0.8083439841866493,0.7543090870603919,0.7545153563842177,0.7546617444604635,0.7546681268140674,0.3493761958554387,0.34990889951586723,0.3496989840641618,0.34894359298050404,0.34934613667428493,0.34898336604237556,1.540872628800571,1.5423107976093888,1.540876055136323,1.540555015206337,1.5403471291065216,1.5402741469442844,0.2693386996164918,0.2695199679583311,0.26889016292989254,0.2684304676949978,0.2696509351953864,0.2702019643038511
