did,dataset_name,model,num_samples,num_features,eval_position,run,status,error,synchronized_elapsed_seconds,internal_unsynchronized_seconds,mean_metric
29,credit-approval,tabpfn,653,15,972,10,ok,,0.08049861714243889,0.020096750929951668,0.9500851631164551
29,credit-approval,hydra,653,15,972,10,ok,,0.0791574465110898,0.019384833052754402,0.9481930136680603
31,credit-g,hydra,1000,20,972,1,ok,,0.12018431723117828,0.027492492459714413,0.7867456078529358
31,credit-g,hybrid_8l,1000,20,972,1,ok,,0.10018852818757296,0.019190865568816662,0.7922534942626953
31,credit-g,tabpfn,1000,20,972,1,ok,,0.10886423382908106,0.027499554678797722,0.79292231798172
31,credit-g,hybrid_8l,1000,20,972,2,ok,,0.09806503541767597,0.018988503143191338,0.7905789017677307
31,credit-g,tabpfn,1000,20,972,2,ok,,0.10741749126464128,0.027465730905532837,0.7854537963867188
31,credit-g,hydra,1000,20,972,2,ok,,0.10660900082439184,0.027309986762702465,0.7776412963867188
31,credit-g,hydra,1000,20,972,3,ok,,0.10596583224833012,0.027295508421957493,0.7643219232559204
31,credit-g,hybrid_8l,1000,20,972,3,ok,,0.09853708930313587,0.019015131518244743,0.7788193225860596
31,credit-g,tabpfn,1000,20,972,3,ok,,0.10758771561086178,0.027483816258609295,0.7814569473266602
31,credit-g,hybrid_8l,1000,20,972,4,ok,,0.0976243307814002,0.019270656630396843,0.7884290814399719
