did,dataset_name,model,num_samples,num_features,configured_eval_position,real_eval_position,inference_mean,inference_median,inference_std,inference_min,inference_max,end_to_end_mean,end_to_end_median,count,mean_metric
46905,Amazon_employee_access,hybrid_12l,32769,9,16384,16384,2.4948424602424106,2.4944960344582796,0.002358117011438596,2.4903671080246568,2.499846950173378,2.8758665235713123,2.8076530881226063,75,0.520010769367218
46905,Amazon_employee_access,pure_hydra_8l,32769,9,16384,16384,0.5166695392876863,0.5164310382679105,0.0033038491934273295,0.5135102896019816,0.5432544844225049,0.9026602445791165,0.8227605186402798,75,0.5252912759780883
46910,bank-marketing,hybrid_12l,45211,13,16384,16384,2.4978546582783263,2.4980875542387366,0.001749012302081479,2.4921694649383426,2.5007152538746595,2.891793545372784,2.8734977897256613,75,0.6761874914169311
46910,bank-marketing,pure_hydra_8l,45211,13,16384,16384,0.5170351256926854,0.5170781640335917,0.0007982836525885693,0.5149296801537275,0.5191330751404166,0.9862618066122134,0.8946793982759118,75,0.5626576781272888
46916,coil2000_insurance_policies,hybrid_12l,9822,85,16384,4911,0.35597193411240974,0.3559602778404951,0.00019697795935609398,0.35560964420437813,0.35645848605781794,1.2351668714980284,1.197285234928131,75,0.5719754338264466
46916,coil2000_insurance_policies,pure_hydra_8l,9822,85,16384,4911,0.13676230104019244,0.1364752883091569,0.002370070973854569,0.13620205502957106,0.1569678233936429,1.0167653879274925,0.9771846840158105,75,0.49827873706817627
46919,credit_card_clients_default,hybrid_12l,30000,23,16384,15000,2.19559248055021,2.195624588057399,0.0013730619723338322,2.1924328207969666,2.199017255567014,2.82659102105846,2.8123922999948263,75,0.7210469841957092
46919,credit_card_clients_default,pure_hydra_8l,30000,23,16384,15000,0.48168125887711843,0.4817538959905505,0.0007268630523964484,0.47996586933732033,0.48321547638624907,1.1110268268485863,1.0997251132503152,75,0.5291337728500366
46920,customer_satisfaction_in_airline,hybrid_12l,129487,21,16384,16384,2.497886518711845,2.496151207946241,0.007435116314275004,2.491538545116782,2.5336045967414975,3.3276733595877888,3.127475658431649,75,0.9030785679817199
46920,customer_satisfaction_in_airline,pure_hydra_8l,129487,21,16384,16384,0.5178870860735575,0.5169953498989344,0.005503633976826299,0.5138897020369768,0.5507050938904285,1.3033743454391757,1.146725389175117,75,0.8034963011741638
46922,Diabetes130US,hybrid_12l,917,47,16384,458,0.025846377424895765,0.026156410574913025,0.001180558373657585,0.021802309900522232,0.026632330380380154,0.1622468118245403,0.15235769096761942,75,0.5415732979774475
46922,Diabetes130US,pure_hydra_8l,917,47,16384,458,0.017025481139620144,0.017212585546076298,0.0007720042300225888,0.01440153457224369,0.017712419852614403,0.1493208528806766,0.1423139851540327,75,0.5206328272819519
46929,GiveMeSomeCredit,hybrid_12l,120269,10,16384,16384,2.496754098062714,2.497014439664781,0.002060952066109187,2.4909161515533924,2.5006502149626613,2.9334961192682387,2.798456088639796,75,0.8189431548118591
46929,GiveMeSomeCredit,pure_hydra_8l,120269,10,16384,16384,0.5164218368008733,0.5166205745190382,0.0008989626166071479,0.5145029416307807,0.5180720873177052,1.0285066250214974,0.8263359358534217,75,0.5552630662918091
46932,heloc,hybrid_12l,10459,23,16384,5229,0.391998774347206,0.3919574823230505,0.00023119376593111094,0.3916510809212923,0.39280369132757187,0.6817105081429085,0.660587196238339,75,0.7670664429664612
46932,heloc,pure_hydra_8l,10459,23,16384,5229,0.14568125704924265,0.14564703963696957,0.00018936439360687702,0.1454162923619151,0.14642605558037758,0.4412795403599739,0.41415506042540073,75,0.7096395134925843
46935,HR_Analytics_Job_Change_of_Data_Scientists,hybrid_12l,19093,12,16384,9546,0.996899564228952,0.9969224277883768,0.0007860036847308566,0.9950829884037375,0.9989639827981591,1.2537420526395242,1.2374954735860229,75,0.748268973827362
46935,HR_Analytics_Job_Change_of_Data_Scientists,pure_hydra_8l,19093,12,16384,9546,0.28629858360936244,0.2861808417364955,0.0008132902327700315,0.28477385733276606,0.28822885267436504,0.5461682849129041,0.5253959866240621,75,0.5646436095237732
46937,in_vehicle_coupon_recommendation,hybrid_12l,12684,24,16384,6342,0.5219152081509432,0.5219348566606641,0.0004047806865303652,0.5210818471387029,0.5228957328945398,0.8667512474457423,0.8518135184422135,75,0.6094742894172669
46937,in_vehicle_coupon_recommendation,pure_hydra_8l,12684,24,16384,6342,0.18138163343071936,0.1813105447217822,0.0003914368191155008,0.18052856530994177,0.1821700045838952,0.5252016823490461,0.5104027353227139,75,0.5157838582992553
46947,online_shoppers_intention,hybrid_12l,12330,17,16384,6165,0.5075667321681976,0.5075959814712405,0.0002767624023963728,0.5068835653364658,0.5081344451755285,0.7438265349219243,0.7285745283588767,75,0.8973109006881714
46947,online_shoppers_intention,pure_hydra_8l,12330,17,16384,6165,0.1773832316448291,0.17737696412950754,0.0004756574816901644,0.17662501987069845,0.1806949619203806,0.4238783842076858,0.39726221188902855,75,0.5441627979278565
46950,polish_companies_bankruptcy,hybrid_12l,3031,64,16384,1515,0.08538014447937409,0.08317466266453266,0.007431309158254866,0.07772165071219206,0.09367597848176956,0.4314072780435284,0.4194890772923827,75,0.858040702342987
46950,polish_companies_bankruptcy,pure_hydra_8l,3031,64,16384,1515,0.04738150831311941,0.04416808858513832,0.003941301614998314,0.043824476189911366,0.052597698755562305,0.38302225053310396,0.37913775630295277,75,0.6380369782447814
46955,SDSS17,hybrid_12l,78053,11,16384,16384,3.7789617753525575,3.7788610542193055,0.003844921897391958,3.773646032437682,3.808539465069771,4.274944646197061,4.163358789868653,75,0.966414499282837
46955,SDSS17,pure_hydra_8l,78053,11,16384,16384,0.7937040130918225,0.7933166157454252,0.003283770770777195,0.7910988107323647,0.8192736944183707,1.3485176469633977,1.172690554521978,75,0.6762423753738404
46962,taiwanese_bankruptcy_prediction,hybrid_12l,6819,94,16384,3409,0.21386769570410252,0.21073151100426912,0.010789011057431122,0.2105527287349105,0.25414739176630974,0.9583972047517697,0.9435350224375725,75,0.896064817905426
46962,taiwanese_bankruptcy_prediction,pure_hydra_8l,6819,94,16384,3409,0.09513562625894943,0.0948703745380044,0.0020879125530077138,0.09478868637233973,0.11296419240534306,0.843918490447104,0.8240939229726791,75,0.48569859862327575
46969,NATICUSdroid,hybrid_12l,7491,86,16384,3745,0.24795271594077348,0.24793970584869385,0.00014727469047052388,0.24773286934942007,0.24841440469026566,0.8920598012457291,0.8452206272631884,75,0.9649333119392395
46969,NATICUSdroid,pure_hydra_8l,7491,86,16384,3745,0.10469822044173877,0.10441575385630131,0.002282631624935235,0.1043015643954277,0.12418775353580713,0.7311369485408068,0.6994416769593954,75,0.7166170716285706
46979,jm1,hybrid_12l,10880,21,16384,5440,0.4048546362544099,0.40479822363704443,0.00038180079299644863,0.4042170215398073,0.40610759146511555,0.6772966858992974,0.6582072386518121,75,0.6432749986648559
46979,jm1,pure_hydra_8l,10880,21,16384,5440,0.15267958434919515,0.15260823722928762,0.0003425169488057895,0.15199764166027308,0.15372323244810104,0.4079831969117125,0.4055540170520544,75,0.5023791491985321
