Synchronized per-dataset summary:
  did                     dataset_name     model  num_samples  num_features  eval_position     mean   median      std      min      max  count  mean_metric
   31                         credit-g hybrid_8l         1000            20            972 0.241115 0.250552 0.038034 0.146840 0.290124     10     0.792170
   31                         credit-g     hydra         1000            20            972 0.220934 0.207921 0.047321 0.145729 0.307413     10     0.779821
   31                         credit-g    tabpfn         1000            20            972 0.254646 0.239975 0.087673 0.159641 0.481834     10     0.792060
   37                         diabetes hybrid_8l          768             8            972 0.138897 0.142860 0.071938 0.056083 0.311327     10     0.825551
   37                         diabetes     hydra          768             8            972 0.177114 0.187869 0.047394 0.104205 0.248068     10     0.834811
   37                         diabetes    tabpfn          768             8            972 0.144655 0.147182 0.060519 0.061193 0.254708     10     0.835945
   50                      tic-tac-toe hybrid_8l          958             9            972 0.157980 0.146880 0.037487 0.105085 0.218355     10     0.964487
   50                      tic-tac-toe     hydra          958             9            972 0.147457 0.145526 0.046530 0.085858 0.249556     10     0.801110
   50                      tic-tac-toe    tabpfn          958             9            972 0.161461 0.158368 0.048350 0.097029 0.273053     10     0.972544
   54                          vehicle hybrid_8l          846            18            972 0.247035 0.220916 0.108758 0.142978 0.531111     10     0.950289
   54                          vehicle     hydra          846            18            972 0.296137 0.271023 0.099895 0.160710 0.482121     10     0.927589
   54                          vehicle    tabpfn          846            18            972 0.266116 0.214977 0.114795 0.155021 0.489555     10     0.958254
  188                       eucalyptus hybrid_8l          641            19            972 0.286993 0.262306 0.088627 0.187332 0.467444     10     0.910933
  188                       eucalyptus     hydra          641            19            972 0.278665 0.251634 0.092660 0.179529 0.481066     10     0.901263
  188                       eucalyptus    tabpfn          641            19            972 0.342263 0.303041 0.126307 0.201079 0.575855     10     0.914725
  458           analcatdata_authorship hybrid_8l          841            70            972 0.488406 0.511753 0.182344 0.288241 0.885120     10     0.999993
  458           analcatdata_authorship     hydra          841            70            972 0.508492 0.515413 0.140746 0.306162 0.718741     10     0.999914
  458           analcatdata_authorship    tabpfn          841            70            972 0.484597 0.481992 0.147491 0.302923 0.725865     10     0.999995
  469                 analcatdata_dmft hybrid_8l          797             4            972 0.121889 0.083037 0.066405 0.064086 0.256611     10     0.581094
  469                 analcatdata_dmft     hydra          797             4            972 0.144143 0.115742 0.066448 0.084653 0.287032     10     0.565797
  469                 analcatdata_dmft    tabpfn          797             4            972 0.146845 0.107523 0.089482 0.074465 0.304542     10     0.572532
 1049                              pc4 hybrid_8l         1458            37            972 0.181049 0.173531 0.015519 0.164419 0.207684     10     0.929582
 1049                              pc4     hydra         1458            37            972 0.201370 0.179041 0.040552 0.173264 0.279463     10     0.914080
 1049                              pc4    tabpfn         1458            37            972 0.219301 0.181117 0.058711 0.175340 0.316632     10     0.931262
 1050                              pc3 hybrid_8l         1563            37            972 0.226307 0.184511 0.098771 0.162476 0.413890     10     0.826344
 1050                              pc3     hydra         1563            37            972 0.202390 0.176502 0.058421 0.169459 0.343375     10     0.811030
 1050                              pc3    tabpfn         1563            37            972 0.222625 0.175044 0.101867 0.171117 0.459873     10     0.825854
 1063                              kc2 hybrid_8l          522            21            972 0.288701 0.266850 0.064412 0.201683 0.415744     10     0.806450
 1063                              kc2     hydra          522            21            972 0.269432 0.255360 0.060198 0.203483 0.351328     10     0.845169
 1063                              kc2    tabpfn          522            21            972 0.293345 0.262026 0.121484 0.182483 0.611227     10     0.849974
 1068                              pc1 hybrid_8l         1109            21            972 0.214887 0.206257 0.045882 0.151478 0.284846     10     0.880648
 1068                              pc1     hydra         1109            21            972 0.187331 0.169892 0.052569 0.120280 0.290211     10     0.821704
 1068                              pc1    tabpfn         1109            21            972 0.211840 0.210711 0.029241 0.157407 0.250956     10     0.880834
 1462          banknote-authentication hybrid_8l         1372             4            972 0.112484 0.101407 0.052493 0.067700 0.237721     10     1.000000
 1462          banknote-authentication     hydra         1372             4            972 0.126016 0.115380 0.038342 0.090731 0.192073     10     1.000000
 1462          banknote-authentication    tabpfn         1372             4            972 0.107588 0.103634 0.040587 0.060843 0.182594     10     1.000000
 1464 blood-transfusion-service-center hybrid_8l          748             4            972 0.118558 0.122342 0.046630 0.042965 0.212958     10     0.749097
 1464 blood-transfusion-service-center     hydra          748             4            972 0.083014 0.080108 0.027670 0.050509 0.123859     10     0.763681
 1464 blood-transfusion-service-center    tabpfn          748             4            972 0.090210 0.088003 0.033850 0.051572 0.169853     10     0.759915
 1480                             ilpd hybrid_8l          583            10            972 0.132577 0.126298 0.050639 0.068714 0.210800     10     0.729350
 1480                             ilpd     hydra          583            10            972 0.139276 0.130335 0.067544 0.062546 0.251070     10     0.740224
 1480                             ilpd    tabpfn          583            10            972 0.140158 0.119755 0.057642 0.064804 0.247156     10     0.740725
 1494                      qsar-biodeg hybrid_8l         1055            41            972 0.376057 0.319819 0.149040 0.196447 0.697309     10     0.931396
 1494                      qsar-biodeg     hydra         1055            41            972 0.370188 0.350886 0.121249 0.222660 0.651681     10     0.913200
 1494                      qsar-biodeg    tabpfn         1055            41            972 0.356610 0.355189 0.066079 0.249540 0.429767     10     0.934326
 1510                             wdbc hybrid_8l          569            30            972 0.228834 0.207541 0.052157 0.172408 0.317217     10     0.995753
 1510                             wdbc     hydra          569            30            972 0.251035 0.242681 0.083285 0.144529 0.383072     10     0.995329
 1510                             wdbc    tabpfn          569            30            972 0.239724 0.210358 0.065576 0.171622 0.349515     10     0.995813
 6332                   cylinder-bands hybrid_8l          277            37            972 0.174012 0.163434 0.029827 0.139466 0.227260     10     0.790760
 6332                   cylinder-bands     hydra          277            37            972 0.194001 0.180914 0.040874 0.143466 0.281569     10     0.748486
 6332                   cylinder-bands    tabpfn          277            37            972 0.167834 0.163813 0.018865 0.147263 0.204737     10     0.781278
23381                    dresses-sales hybrid_8l           99            12            972 0.076237 0.057311 0.042275 0.051726 0.189366     10     0.484916
23381                    dresses-sales     hydra           99            12            972 0.094145 0.090523 0.033319 0.058743 0.165771     10     0.475014
23381                    dresses-sales    tabpfn           99            12            972 0.071433 0.065535 0.020105 0.049649 0.108457     10     0.468156
40966                      MiceProtein hybrid_8l          552            77            972 0.509961 0.521218 0.076582 0.397090 0.620847     10     1.000000
40966                      MiceProtein     hydra          552            77            972 0.518225 0.514915 0.122333 0.343849 0.772782     10     0.997710
40966                      MiceProtein    tabpfn          552            77            972 0.441950 0.426042 0.121907 0.314101 0.688895     10     0.999989
40975                              car hybrid_8l         1728             6            972 0.083448 0.078292 0.016775 0.067042 0.128563     10     0.983252
40975                              car     hydra         1728             6            972 0.095349 0.092512 0.010729 0.083079 0.118166     10     0.944737
40975                              car    tabpfn         1728             6            972 0.096574 0.089197 0.013484 0.083640 0.121401     10     0.986350
40982               steel-plates-fault hybrid_8l         1941            27            972 0.341013 0.314366 0.146758 0.163897 0.626771     10     0.951551
40982               steel-plates-fault     hydra         1941            27            972 0.424740 0.447975 0.208121 0.186471 0.759542     10     0.920160
40982               steel-plates-fault    tabpfn         1941            27            972 0.375382 0.399502 0.160850 0.175096 0.617806     10     0.954483
40994 climate-model-simulation-crashes hybrid_8l          540            18            972 0.267828 0.237999 0.181361 0.100999 0.692304     10     0.941784
40994 climate-model-simulation-crashes     hydra          540            18            972 0.276857 0.255960 0.141599 0.093029 0.514367     10     0.934011
40994 climate-model-simulation-crashes    tabpfn          540            18            972 0.239218 0.245585 0.086012 0.114791 0.373716     10     0.943450

Saved raw timings to result_csvs/per_dataset_speed_synchronized_raw.csv
Saved summary to result_csvs/per_dataset_speed_synchronized_summary.csv
root@df529ac12d80:/app# python3 evaluation_per_dataset_speed_synchronized_no_looped.py --device cuda:7
